source,metric,budget_chars,family,candidate,baseline,n_pairs,n_independent_units,n_repeated_measures,inference_method,inferential_test,multiplicity_family,candidate_rate,baseline_rate,risk_difference,ci95_low,ci95_high,candidate_only_success,baseline_only_success,mcnemar_p,holm_p,holm_family_size
context,context_success,16000,same_session_overflow,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.03,0.97,0.93,1.0,97,0,1.262177448353619e-29,7.573064690121713e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.03,0.97,0.93,1.0,97,0,1.262177448353619e-29,7.573064690121713e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.01,0.99,0.97,1.0,99,0,3.1554436208840472e-30,3.155443620884047e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.01,0.99,0.97,1.0,99,0,3.1554436208840472e-30,3.155443620884047e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.01,0.99,0.97,1.0,99,0,3.1554436208840472e-30,3.155443620884047e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.03,0.97,0.93,1.0,97,0,1.262177448353619e-29,7.573064690121713e-29,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,semantic_paraphrase,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:semantic_paraphrase,1.0,0.01,0.99,0.97,1.0,99,0,3.1554436208840472e-30,3.155443620884047e-29,13
context,context_success,16000,temporal_update,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,16000,temporal_update,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,temporal_update,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:temporal_update,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,16000,tool_evidence,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,16000,tool_evidence,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:16000:tool_evidence,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,abstention,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:abstention,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,0.11,0.89,0.83,0.95,89,0,3.2311742677852644e-27,3.554291694563791e-26,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_patient_disambiguation,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_patient_disambiguation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_session_recall,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,cross_session_recall,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,cross_session_recall,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,cross_session_recall,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.96,0.04,0.01,0.08,4,0,0.125,0.875,13
context,context_success,24000,cross_session_recall,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.96,0.04,0.01,0.08,4,0,0.125,0.875,13
context,context_success,24000,cross_session_recall,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_session_recall,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_session_recall,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.03,0.97,0.93,1.0,97,0,1.262177448353619e-29,1.262177448353619e-28,13
context,context_success,24000,cross_session_recall,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.03,0.97,0.93,1.0,97,0,1.262177448353619e-29,1.262177448353619e-28,13
context,context_success,24000,cross_session_recall,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_session_recall,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_session_recall,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,0.08,0.92,0.86,0.97,92,0,4.0389678347315804e-28,3.2311742677852644e-27,13
context,context_success,24000,cross_session_recall,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_session_recall,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,latest_only,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,raw_recent,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,short_term,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,long_term,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,hybrid,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,bm25_long_term,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,bm25_hybrid,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,dense_long_term,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,dense_hybrid,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,matched_sparse_hybrid,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,union_hybrid,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,rrf_hybrid,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,cross_user_isolation,fused_hybrid,cascade_hybrid,300,300,1,paired_bootstrap,exact_mcnemar,context:fused:24000:cross_user_isolation,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,0.99,0.01,0.0,0.03,1,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,0.99,0.01,0.0,0.03,1,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,memory_prompt_injection,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:memory_prompt_injection,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,same_session_overflow,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,dense_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,dense_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,matched_sparse_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,union_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,rrf_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,same_session_overflow,fused_hybrid,cascade_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:same_session_overflow,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,13
context,context_success,24000,semantic_paraphrase,fused_hybrid,latest_only,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:semantic_paraphrase,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,semantic_paraphrase,fused_hybrid,raw_recent,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:semantic_paraphrase,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,semantic_paraphrase,fused_hybrid,short_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:semantic_paraphrase,1.0,0.0,1.0,1.0,1.0,100,0,1.5777218104420236e-30,2.0510383535746307e-29,13
context,context_success,24000,semantic_paraphrase,fused_hybrid,long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:semantic_paraphrase,1.0,0.03,0.97,0.93,1.0,97,0,1.262177448353619e-29,7.573064690121713e-29,13
context,context_success,24000,semantic_paraphrase,fused_hybrid,hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:semantic_paraphrase,1.0,0.03,0.97,0.93,1.0,97,0,1.262177448353619e-29,7.573064690121713e-29,13
context,context_success,24000,semantic_paraphrase,fused_hybrid,bm25_long_term,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:semantic_paraphrase,1.0,0.01,0.99,0.97,1.0,99,0,3.1554436208840472e-30,3.155443620884047e-29,13
context,context_success,24000,semantic_paraphrase,fused_hybrid,bm25_hybrid,100,100,1,paired_bootstrap,exact_mcnemar,context:fused:24000:semantic_paraphrase,1.0,0.01,0.99,0.97,1.0,99,0,3.1554436208840472e-30,3.155443620884047e-29,13
